100000 1324
59565 88284 5
75984 27360 4
3102 60109 7
23464 44439 3
41240 82856 10
73448 76170 6
61797 26107 9
17179 19888 9
50501 23941 2
5590 11526 1
69118 77043 3
32021 30244 9
23983 73171 7
24124 73526 10
78957 2898 5
71735 64747 2
79237 89293 6
79360 84154 7
15707 5332 9
5711 49358 2
64645 88243 4
81442 44182 3
1331 7538 3
98601 62725 10
23407 52490 8
13407 10087 10
95438 58244 8
8674 19575 7
13102 20348 5
15882 45158 2
4770 58941 9
77787 28125 8
5841 2662 2
64768 60074 9
69689 6245 5
1473 77750 9
77361 91702 2
5619 6555 1
37158 36648 6
97995 11622 10
8138 31528 6
3363 75552 4
10016 61380 10
38557 30560 6
94002 53272 8
13878 90213 3
59271 69530 4
3202 5028 3
87642 72247 9
3082 40271 6
88200 3087 5
66216 96236 4
24253 45392 9
53046 68064 2
53140 19766 9
40053 80345 10
34024 5309 3
37130 10872 9
66501 22345 4
28982 35685 8
6193 25366 5
64423 83347 1
55260 95311 5
3670 20757 5
20820 90649 9
48522 13875 8
87461 19758 6
24557 30936 3
96186 77469 8
46512 52778 1
32892 70507 7
80484 82153 1
55817 18715 6
4398 75237 4
91780 35628 5
77970 58022 3
60598 38255 5
22703 34041 1
22786 14906 10
79369 62316 4
96106 69602 8
17262 98442 3
80990 38980 5
87124 17022 1
49271 6022 9
88455 2987 1
49515 39694 3
81015 98174 9
11460 96643 4
59226 71811 9
85649 75314 6
24231 84711 10
24001 71563 8
15607 30366 1
42384 49535 8
10873 76660 7
20845 75562 7
68682 56953 1
66293 80344 5
71184 11028 6
16407 34802 4
26950 73422 3
40409 92474 3
94025 71729 5
17099 75632 4
53048 81131 7
8493 44331 10
76820 85031 9
68932 53429 10
48640 37908 8
58559 57706 6
30356 18918 5
27007 34475 4
3337 30601 7
39031 83152 8
81931 55275 1
48217 70273 4
48100 82210 10
94318 3557 5
40228 28033 3
9724 67214 2
94965 89085 7
24215 56197 9
17341 90309 2
54358 52904 9
73912 28301 9
29682 83701 4
93459 23495 8
66697 73816 2
64670 11938 4
15965 38363 3
49921 29844 2
9364 2166 1
59370 67548 6
33031 54518 8
70042 29474 5
75056 4547 1
14616 98916 3
16240 44172 9
72076 34875 10
83817 70221 4
4058 13337 3
1935 6484 7
31192 27609 5
16003 82504 10
52977 26435 9
90082 38154 7
85806 24832 2
74870 95083 6
59913 42998 4
71171 23522 6
48042 38105 7
85025 59468 3
51261 75271 6
17626 92046 5
89689 62236 2
52791 83042 7
11381 67780 9
92166 90415 6
76702 33502 3
92450 97495 3
78961 36951 9
36330 92743 7
46309 71137 8
50854 3895 8
78172 22230 8
42270 26718 3
18799 71035 9
30335 89548 5
6543 52149 1
82199 12060 1
44975 30849 10
22993 48747 6
94210 35433 4
48777 57723 3
84431 68713 9
91457 484 1
46930 41194 8
52816 354 10
22132 79308 3
86610 67972 7
56080 43339 10
53036 92013 4
91498 22045 9
97353 20872 3
51780 72389 8
23096 96562 2
68887 8153 7
36142 10352 7
61575 35324 3
5850 72859 10
69433 40672 7
4532 80557 2
87729 3354 10
15163 47172 10
8196 62527 2
32941 37650 2
30457 96482 10
85135 21758 2
7037 21273 6
17391 47932 8
69196 6343 4
67280 38264 1
46542 3989 8
93036 39229 1
54730 38292 7
45499 77429 3
89728 44618 3
56742 97637 9
42768 67933 2
64983 19164 6
41222 26926 7
7990 77250 8
11991 97023 5
15333 56628 7
66909 58506 9
14306 27794 4
48510 99991 4
47903 34770 3
41505 62812 3
5261 74850 5
94302 57767 7
35675 173 7
94008 93103 7
58986 38581 4
80277 87453 7
62275 54753 5
88357 66036 10
99315 87767 2
40201 29586 4
43431 4403 8
7646 72045 3
85703 83110 6
43078 33766 5
40211 47095 1
55587 61931 6
59128 72422 9
32369 88703 6
76274 15109 3
12376 32354 3
78885 68852 2
69943 7015 1
29528 49910 6
78312 97572 9
89933 72902 7
16281 96727 7
27422 56782 6
63357 31366 5
82075 69310 8
43138 36635 2
32915 89237 10
60717 92079 5
12214 97844 10
63749 12997 6
82972 57952 1
48835 22349 4
92301 80367 2
8371 20465 9
14854 51655 7
88178 63714 6
90262 54088 1
2756 61070 9
20820 68370 4
43791 47046 1
60387 67746 6
62254 75327 10
1154 60917 10
7575 64985 7
7801 79150 5
64060 92024 8
82488 86676 2
29763 32440 1
33888 10957 7
35120 74105 2
15398 74933 8
70316 55529 8
50667 57330 1
58028 3699 10
57860 64020 1
87963 97421 6
22504 61858 4
55281 8656 5
32892 96173 1
10103 68913 6
3839 50840 4
56819 76689 5
66392 41831 6
30640 50905 10
72525 29644 6
33426 86403 6
85309 19622 10
18730 75472 5
77179 37442 2
11215 83884 4
38449 16780 6
55822 11920 4
43259 1389 6
47313 25778 3
72751 81959 10
99692 82023 6
51554 87327 3
88331 50481 8
45991 3885 6
84418 59798 1
27598 32016 10
35934 70612 9
79537 56509 4
87781 75349 1
39346 72612 1
28612 61155 2
94223 24406 4
5973 65675 6
70061 13305 2
46447 14528 2
51171 22509 10
99696 12815 6
89343 73927 10
81242 17575 2
70363 80977 4
37250 19236 10
74698 86079 3
67091 64228 4
29563 25028 5
44374 25919 4
79363 39801 9
10383 11101 2
24129 978 10
94503 20802 6
49787 47073 10
84452 54270 6
72804 42993 5
28483 4195 6
78073 63394 5
785 76627 2
90824 55629 1
39486 42195 4
24339 31381 1
29788 33161 10
71904 31691 5
89725 74321 9
58867 5153 10
2397 55990 9
79252 88027 2
13504 209 5
45382 64007 4
29504 14138 3
7632 13824 4
60949 35960 5
31340 13087 6
13257 81048 1
21284 97593 10
77469 37518 3
30344 56417 4
58555 92032 7
26278 31013 9
89971 86436 3
11847 61967 9
19685 35511 2
4322 18292 9
88492 29704 3
21593 10944 10
834 81204 4
85679 28957 4
71850 160 6
61074 43435 6
45647 47401 10
5481 43052 1
37627 95662 7
95370 47580 6
51381 6992 4
97949 10523 9
73888 18836 6
45289 31808 8
77496 94365 9
87167 39846 8
6536 20100 2
42004 48598 10
30687 26359 2
22399 12516 4
11725 3583 6
65321 56342 2
40145 15674 8
20451 34234 7
6808 32849 8
12437 58291 8
457 92192 10
1690 43209 8
4239 37067 7
37339 28998 7
5616 53205 7
13065 5135 2
97031 63076 2
52258 9828 4
2817 29446 5
26172 37639 10
41268 45767 2
7846 82313 5
5042 90772 7
10564 78235 5
25633 446 9
25260 1554 6
29644 78195 5
98668 91768 7
35561 84153 4
32024 68458 10
33750 46787 10
11211 28384 1
70089 75426 3
17101 13307 5
90444 10058 4
29652 83651 9
99859 40546 9
65338 6846 7
44890 54227 8
98038 97586 1
18520 44159 7
29831 76258 8
95599 29665 3
93783 74598 6
25966 95953 3
67974 61791 9
79731 21212 9
67957 32730 5
65135 32735 6
76611 55263 9
79299 45930 7
53534 95230 7
83709 61717 3
40499 90848 2
86731 68634 5
94437 95988 10
99217 85506 1
96080 90348 6
61994 27651 4
29948 73428 3
79871 23147 9
27159 88541 10
40195 46759 4
87932 37074 9
24015 76073 7
18607 86184 10
92327 28543 5
30524 96517 9
71102 79496 10
42333 92784 8
5602 24639 3
180 41202 2
6322 50201 7
3180 3325 7
80851 92332 2
14020 39519 10
22990 29365 6
99433 97019 9
94488 99898 7
28466 98039 1
91583 98385 6
71225 92160 5
20534 22707 10
95666 81547 8
86374 73436 5
46911 25415 8
61087 87930 6
53432 97890 1
61713 81064 9
96315 39813 7
17177 67194 2
99487 48585 2
65330 8734 7
73242 33516 9
85966 96006 10
72761 24792 5
28756 26043 2
39482 71268 7
98620 5063 5
17105 69189 4
43541 3031 4
48633 85083 10
18219 1398 1
70950 5223 5
897 54428 2
18749 35878 1
44047 10029 7
81074 51201 2
41388 49321 5
58936 48288 7
42907 33842 9
2790 81182 2
78479 29354 3
45289 38225 5
72006 16865 4
65955 94190 10
18504 1909 1
81173 57065 10
95270 47005 4
33198 77537 4
20879 96225 7
746 69664 9
94593 48591 8
42642 70372 7
68598 27371 10
44800 70051 9
18908 76228 7
47385 69808 4
30223 64091 1
91648 74043 9
41809 15192 7
77616 52092 5
77750 85394 2
73747 89830 2
39305 63808 10
80909 18907 1
81196 22273 9
8926 47843 10
29016 25369 1
28820 80775 3
18213 7587 2
91040 28670 1
63296 39494 4
7232 89330 10
50358 23914 5
67150 39633 10
65087 89263 10
24927 44055 10
72784 22617 10
80590 51966 7
8959 43621 8
69827 26070 6
90187 90233 8
96406 85891 8
22321 38510 2
2634 64011 9
7464 57413 2
55606 93741 2
51118 86507 7
89030 98206 1
99982 48231 3
21603 44459 2
23689 38003 8
94973 21225 5
54239 86752 8
97663 15416 10
11835 59816 2
81277 62524 5
54851 77490 2
57393 1512 8
72076 77106 4
78542 62523 8
92398 17835 6
69616 65133 2
43762 23018 4
94741 89768 5
28822 5080 7
45263 18624 10
72064 54891 3
49098 6492 6
90364 17556 10
82997 99191 7
60574 73314 4
97600 69308 1
30784 78704 7
31321 31039 9
19171 5876 5
26055 48662 8
42263 6635 9
11841 71327 4
40898 43755 4
8604 61415 2
42781 17800 8
72984 29654 9
36317 90080 8
35543 89238 10
21250 38708 2
62075 66158 2
11232 25149 1
70548 14781 1
10429 72671 2
75509 81017 10
23037 8973 8
30918 7471 1
16604 10044 8
71646 86982 3
69231 17902 6
61921 41954 6
18095 56536 9
20748 59317 2
56298 22765 9
44229 12803 7
54918 15868 2
10016 32088 7
75562 62326 3
21842 35182 3
10192 97364 7
9776 85294 4
5063 35667 1
7481 9378 5
59185 79329 10
7632 90943 4
45952 73189 4
37855 74530 7
20357 87499 6
74305 39537 10
82893 29578 3
7508 37845 5
70611 18596 6
64572 63010 8
92382 79616 10
81643 16231 4
53689 29986 5
69951 43328 5
66366 72226 1
14407 60232 8
41891 57114 9
95721 74007 6
18645 66463 3
32085 70094 6
21926 53419 3
69030 48325 3
45965 57962 2
1828 14035 1
30079 46709 10
53191 61073 5
53321 81945 1
44922 79559 8
15267 21412 7
47313 79356 3
42180 90672 4
17294 7848 8
81084 36288 2
31513 84410 5
17772 41174 6
68736 78692 3
41915 27146 4
18211 71911 3
25997 30804 3
19174 70785 3
6416 47562 5
72402 9150 4
34774 37878 7
3456 14932 5
21594 99616 4
89921 58345 1
9118 4964 8
40806 37508 10
52006 14366 2
71146 76070 6
85931 81405 4
81028 77920 6
24414 3286 4
58190 37959 6
46618 14340 6
90091 33982 2
6053 99197 9
83029 97560 9
64692 767 7
17634 67870 1
12137 1441 1
25547 98513 8
6039 47952 2
17667 63053 10
48461 29081 3
82431 80740 1
51668 27602 6
10677 36559 6
12495 40938 8
86443 41242 9
43773 88576 3
51343 26314 7
83560 47362 7
41888 94782 7
30877 23757 10
58760 95914 3
65832 70491 1
84554 21492 2
91742 58656 1
904 57152 6
79523 69693 10
90547 20721 10
28749 85902 6
61357 78304 6
57655 75240 10
14020 30183 8
3226 26671 7
45915 60136 5
76811 77514 10
1407 51164 6
89382 87115 2
37789 36004 3
60113 12159 1
5545 34002 6
46229 2351 10
29020 19816 3
62884 63996 9
89106 50540 8
1095 65855 1
40215 40181 9
66800 46916 10
92202 23296 6
91179 30240 1
57886 46991 9
18890 8461 6
10862 74125 1
97640 80803 3
39208 68486 1
67297 41097 2
31457 3001 6
14833 41989 10
45690 12308 4
79667 14924 4
61910 11572 6
10641 49492 5
43365 60582 9
68515 67848 1
72388 70877 9
47065 3171 7
93589 11616 10
99831 92045 2
30284 2086 10
39278 57780 8
21869 77368 1
32673 20488 3
73556 49194 4
62325 26702 5
8155 14567 3
79380 20395 9
6660 62487 3
58800 56242 3
99609 75550 8
34660 9937 8
63512 55754 3
78010 18497 7
61676 39891 9
21507 38957 6
37639 29600 4
12842 89685 4
68715 86554 6
90824 29869 1
73292 8896 7
92436 84648 9
13152 92724 3
1781 92483 9
32953 58900 1
82154 81133 10
1094 79804 6
50722 58551 8
45067 216 4
16628 37394 3
49820 91406 1
78899 54734 2
8451 31368 5
82467 59124 1
39149 75123 1
67780 66943 5
58453 43160 6
26678 19407 10
55204 39301 2
99136 50821 6
56362 95223 4
19287 87658 4
35710 70332 6
86360 92171 9
55193 56123 4
57487 34032 3
80735 46742 3
43311 1159 4
68411 25090 1
89985 63079 3
60171 48950 5
64172 10586 1
24329 78680 3
77056 46944 1
96767 89777 5
71665 81858 8
47460 78120 6
99442 75940 10
5449 94823 4
66555 93085 4
99464 55291 3
90901 98576 8
38246 11080 2
65824 95174 6
99764 20966 7
41383 69555 6
23471 68942 9
89085 94550 5
28768 91102 1
74259 39987 7
22371 69013 6
52368 50421 6
79610 16124 9
85240 30510 7
12994 91794 7
31900 51145 6
4695 22717 7
46717 41700 8
3839 89326 5
67697 53888 4
6853 78236 5
63781 66135 7
54830 53231 7
69801 57533 6
75278 32194 10
33249 91068 5
19595 88781 9
38760 76078 1
21030 22178 9
94195 99208 4
14013 96687 8
7336 28209 8
12242 28097 3
52533 32429 5
46043 8544 10
88730 79507 10
95620 46488 9
5758 33287 3
61942 24273 1
98691 24322 4
11274 26160 1
91643 66462 9
30678 53435 10
62277 43294 8
62593 79992 6
73278 54835 4
5770 70979 1
71455 18707 10
23055 98997 9
79297 73123 4
41060 18969 6
18713 41448 6
83546 19833 3
22990 92886 1
50238 98422 7
57388 3860 4
13984 47803 1
62334 84114 9
72161 23572 1
11968 18076 7
91663 87183 3
13124 7644 3
86552 1808 4
41223 1114 10
21239 79100 2
94425 14926 1
72791 73560 8
60642 5767 3
42658 22961 7
68590 79626 4
99197 16784 6
68783 22210 5
27880 33806 1
94951 82445 8
63989 83185 4
94499 73072 10
55612 33140 9
15071 80243 1
42482 21365 8
6533 7670 5
68750 91626 5
51466 94272 8
70875 96328 7
98827 15863 3
73503 80474 5
83478 32839 10
64726 2538 7
2251 51208 1
20536 34510 9
38334 7499 9
62033 91934 6
11971 92217 2
36073 74959 2
96715 51241 7
9529 97879 4
19256 98874 9
76996 68322 2
37948 75339 4
6126 34148 9
87897 97538 4
692 58940 6
66537 57072 7
66487 67158 1
51773 51095 10
98017 57024 9
35078 72278 5
67896 77816 8
25405 96699 10
38151 11815 9
26284 54678 1
2700 82478 1
17338 97554 5
51916 69854 7
22328 79030 3
47851 44647 6
85113 94247 10
4427 52682 1
59806 76010 5
81791 16989 7
79786 40412 1
29609 18431 4
50071 98633 8
70433 61201 2
10440 61396 3
50111 71101 5
20613 52002 9
79052 93917 4
4188 62434 10
60510 82175 4
41831 37062 7
94669 86088 9
13351 89977 5
30263 82172 3
58551 29113 3
37553 26158 5
22599 8303 3
60821 95727 2
69243 32075 3
79507 85386 1
67279 53856 8
39317 19509 2
34783 57224 3
76949 42305 2
39557 28417 7
70276 92962 5
92517 51000 6
92002 63604 10
11144 82975 6
38667 46146 3
12967 17449 5
41102 54132 6
89251 8135 9
81239 61154 3
26881 38110 2
92800 69787 9
93822 46887 10
81083 65009 8
96906 52054 7
40639 56868 4
61184 34932 6
31693 43703 9
28636 77261 6
6474 84798 7
34364 18449 3
70149 57309 3
46005 11219 7
98677 62233 10
82717 6108 5
67611 89477 1
51953 79696 5
68267 76718 9
55200 37768 2
25517 88839 7
16208 74758 9
10741 77292 4
51461 92644 4
35440 90312 10
4881 99856 1
48157 75699 2
68668 66542 6
56709 94383 6
86659 48841 4
65833 15812 4
74678 14251 7
24868 26560 5
13625 68021 4
65408 17589 9
66420 9695 3
5233 99314 5
73559 95678 9
71299 28074 10
2917 63114 2
53824 49509 3
71842 7852 7
93432 83067 1
77637 74343 1
3079 29801 10
42056 16148 1
91971 2164 1
5122 14114 6
95138 57875 4
22629 23627 2
27541 66076 8
44887 66430 9
81446 91167 8
81722 65857 3
77777 70201 10
71025 57310 8
69592 51304 10
64705 13311 9
5619 89139 9
29164 93376 6
91240 53849 3
21052 75438 3
1315 60612 7
25203 60071 3
7668 72813 1
59140 92662 4
35610 79747 10
68947 48514 1
64710 80132 10
1587 77010 6
59223 74792 9
98474 24751 5
15712 9205 8
64072 17030 8
15898 59010 4
42869 95971 6
34699 26675 3
46184 11771 2
13551 29244 9
57189 9190 3
87277 97602 9
6813 25454 9
18091 98833 9
73921 84279 7
94465 72473 6
96077 78176 3
82924 63695 4
19722 32211 6
29609 4472 3
64628 88926 8
91674 55518 10
69821 96428 5
21680 33226 2
95557 79124 7
30235 51673 3
28231 90063 2
82056 14463 7
35050 33041 1
5677 18126 5
62468 67300 7
21899 22472 10
21089 47630 8
67031 70734 9
32259 91365 5
29030 37195 10
75249 84583 8
29092 126 7
82809 87817 5
20788 78251 3
57118 17165 1
24947 43650 2
80147 1562 7
55742 57081 6
92037 10206 8
64236 13433 5
74652 7922 4
96666 35148 7
90233 47259 8
2388 30059 8
48943 86953 6
2872 9875 6
52935 43572 8
17943 82509 10
60688 78223 4
39400 45102 5
95931 42481 6
26359 98957 10
82563 8267 8
44161 5314 3
20873 93641 9
37081 12524 1
23489 77622 5
47307 78216 5
54025 7370 3
4626 62318 8
16554 80181 9
75532 15790 5
30690 42168 9
15762 98821 2
26428 26053 6
10994 40706 7
34778 82407 6
18089 43092 8
29761 31512 6
55787 54112 10
95550 66644 1
13573 59627 6
83806 69623 10
99360 49028 10
54158 32527 3
43653 54353 4
54226 53488 2
39935 93430 2
74006 48869 5
9527 17693 3
13084 25650 3
90340 44259 5
81057 20898 9
98425 29048 4
53080 24365 6
27960 49510 10
11581 84273 8
9461 36094 3
13214 42295 6
71124 93495 3
46319 52664 1
48194 8660 1
57274 36395 8
72308 48716 5
85402 80249 9
39016 60730 4
47795 91830 1
62604 75688 4
45108 83341 4
35448 76698 5
33958 3836 4
85589 66677 6
83586 2448 10
78771 19064 4
6689 11105 4
40779 20376 5
32857 11328 5
8190 76856 9
33105 23149 1
7849 54813 6
62416 82830 3
7521 99626 1
571 85403 1
2931 27442 5
42144 45195 4
65877 97677 6
62715 639 7
26245 50815 2
83016 52609 3
12423 55324 3
63823 36491 2
5808 98280 4
19478 93569 3
58357 40011 2
30280 66803 9
71683 44340 3
86154 87122 10
16026 34468 9
17603 34033 10
5094 8258 5
90417 34459 5
32785 995 2
7049 35252 3
42128 26389 9
17656 17585 9
35150 93857 3
69290 84207 9
84665 94187 10
38759 64318 3
7178 64615 8
16128 19818 10
56819 49165 6
85898 70027 5
29179 13170 1
44494 63944 8
97266 51824 9
44316 68916 7
82231 89884 5
34944 1602 5
60882 75011 8
41728 82629 7
79461 57406 7
53743 51581 10
717 50581 10
18877 13340 9
4734 1217 5
91204 87202 8
25585 86833 9
67719 2159 6
89049 33085 10
81724 72203 9
42768 39477 7
93645 334 10
9623 8489 8
86900 73145 8
21090 23076 2
229 55336 10
49089 77570 1
89460 36011 6
1749 48623 5
6390 95003 10
35619 12934 5
2403 55375 3
54345 44457 1
38632 44503 7
91923 6854 10
81132 99067 2
11119 87655 3
1863 8433 10
28847 3967 7
66996 24470 8
81990 92018 1
38700 9576 8
21343 3193 3
49637 11295 5
90555 7299 8
80653 14309 10
13628 98002 4
27966 97063 1
24954 89105 1
28574 49421 8
97724 55148 5
96309 76469 8
97605 55325 1
76576 3090 9
70364 28591 8
44518 96142 7
13460 16744 10
71502 21700 3
44492 56869 8
94513 75685 10
8647 70932 4
15318 86837 1
92401 96264 4
91439 64175 2
44035 2750 2
79072 71830 8
43127 47316 9
16476 73110 5
76334 65086 8
76455 25404 9
71374 76546 4
67814 92507 2
1401 20415 3
82779 13622 6
32085 60899 6
75020 66452 7
54732 70936 10
94247 17537 7
34208 5160 1
26424 49027 1
67432 75656 1
79731 18016 2
18075 99221 6
72597 14897 2
51046 12115 3
49388 56421 7
46311 41432 1
9301 5307 2
93301 76553 9
27651 33160 2
99159 34095 6
93082 32633 4
54900 61495 6
9990 29189 1
94567 89213 3
15724 52130 2
77949 66950 2
25446 84694 6
69219 74660 1
91523 72775 4
6312 30522 3
10933 17760 1
50278 21146 5
50939 503 5
33004 74399 1
27110 4089 8
34141 69559 6
19422 92698 4
22981 53546 4
86151 13420 1
72334 23787 9
55123 10033 1
36754 56181 7
36222 414 1
76931 40055 6
26693 49197 2
70874 31914 9
82194 93300 2
15669 34124 7
98617 5422 7
10778 73612 4
57378 69180 6
90772 52883 6
38761 22630 3
63700 50740 7
44848 91774 4
2745 5720 6
27133 76131 6
63780 69839 1
63883 30759 1
26771 67959 3
44494 95575 8
73919 68664 5
95745 42952 7
65734 887 7
25013 54965 10
64605 49808 8
66648 94221 10
26264 36158 8
97114 29949 5
15909 76384 8
34685 45354 10
64011 25684 6
92684 16307 8
85948 54008 3
13463 36221 6
23352 83613 1
85617 69677 7
4356 77972 5
78753 19390 8
75703 9143 7
97757 88483 3
92743 60337 5
60048 74765 10
15140 92395 8
73818 79774 7
71902 41032 6
19860 60677 9
13119 78607 3
51909 22330 8
89429 33887 6
58017 9127 10
19276 14914 1
29150 54480 3
27285 46539 1
27446 50371 7
30880 18726 8
33095 42022 5
97432 49142 3
715 83502 6
15793 65101 10
65342 56430 7
84645 38184 2
14300 72232 7
83594 10745 3
93036 54454 1
10315 23682 1
89568 73381 5
47388 22968 9
3743 86656 7
85061 25063 9
28473 39079 10
63277 45479 4
40695 70017 2
91232 27733 9
15161 19473 10
41967 38914 6
31738 86250 6
12044 48767 2
56441 76570 3
2697 80401 8
81473 23203 5
4824 87560 6
98397 54460 9
68392 63777 7
64974 99016 7
32563 99613 10
45837 64171 7
95433 10461 3
89472 52712 3
23717 14873 7
71554 96944 3
5895 30034 9
16772 44516 1
36326 22102 2
55059 32626 7
4770 54879 9
51375 37134 8
10216 55082 1
30568 74277 9
26157 54969 5
36322 45516 8
29210 86426 2
26560 2964 1
95829 53076 1
28253 26370 7
86565 13105 9
53778 53772 3
13702 10202 10
97590 56488 2
31916 30323 9
50993 22360 1
71679 65567 10
75321 67679 2
52443 80417 8
24789 69671 10
82669 54289 5
52011 62875 10
99677 91341 2
13353 6754 2
48009 79628 7
59939 59658 4
99939 80794 10
6528 49960 5
53096 16580 3
23055 45231 2
2542 98901 5
85032 7734 2
95419 54151 7
79125 98695 5
85034 42933 5
49810 97047 8
41360 78997 5
25530 25439 10
49476 22381 10
58200 34897 10
82876 33804 3
66143 40370 4
72344 84014 3
48166 22952 5
28527 37145 5
95116 15545 1
82182 33545 5
86674 81583 6
39658 23098 9
14022 62552 4
72785 23778 7
81781 35190 8
47486 28164 3
84287 19577 1
52077 68566 2
60266 98626 1
73507 68406 7
16921 73804 9
31139 83496 3
65126 37869 7
27436 1921 4
28297 7667 1
40861 97498 3
46361 67773 8
52183 12814 7
54214 68384 7
16387 73201 8
39335 20268 8
7254 19249 3
26158 46291 4
93730 7965 9
99921 21025 9
61327 57696 9
38174 37890 5
82012 11331 5
94114 67472 1
91498 57539 2
26288 19296 7
2870 38814 8
20716 43429 8
61921 19790 8
69764 64124 1
31528 57932 10
41739 72363 9
18674 61563 7
48167 50620 8
35703 73430 6
11766 98001 4
82514 743 8
20253 48081 7
42320 27447 3
86076 83014 1
28775 79275 2
90190 90895 1
53232 76657 4
62135 56931 3
63927 15685 3
91103 36292 2
27651 41450 2
35900 8262 5
41673 38485 1
13114 17218 8
69956 79492 2
36968 60901 4
27777 76647 3
54686 65928 2
9676 43960 10
37691 81251 2
32180 72492 4
51205 42267 10
21593 9219 3
98471 80504 2
81200 52828 6
91151 18505 7
33746 15826 2
16052 90079 10
35323 93126 7
5831 65799 2
25445 17705 2
56560 42362 9
70956 51454 6
64126 20205 2
19866 69736 6
64054 7962 6
46633 67817 10
61133 78439 8
18511 43635 8
8192 10635 6
15955 12332 3
35773 74807 5
51009 9261 9
20119 44062 1
22633 73939 6
16309 64042 7
9762 76948 8
98718 83231 4
16355 47003 8
